match_id,team,innings_number,total_runs,total_wickets,balls_bowled,overs_bowled,run_rate,extras,boundaries_4s,boundaries_6s,boundaries_total,venue,city,date,opposition,match_outcome,player_of_match,teams,team_players,team_batting_avg,team_strike_rate,team_bowling_avg,team_economy,team_size,venue_avg_runs,venue_runs_std,venue_matches
1003903,Warriors,2,138,0,113,18.833333333333332,7.327433628318585,8,14,2,16,"St George's Park, Port Elizabeth",Port Elizabeth,2016-12-13,Lions,Warriors,"['CA Ingram', 'JT Smuts']","['Lions', 'Warriors']","['JT Smuts', 'C Fortuin', 'CA Ingram', 'CN Ackermann', 'C Jonker', 'SSB Magala', 'KJ Abbott', 'LC Ngoepe', 'BD Walters', 'MQ Adams', 'A Gqamane']",11.5,116.02333333333333,37.68333333333333,6.02,11,127.67,27.37,6
1003905,Titans,1,155,0,129,21.5,7.209302325581396,16,9,3,12,"SuperSport Park, Centurion",Centurion,2016-12-16,Warriors,Titans,"['D Wiese', 'L Ngidi']","['Titans', 'Warriors']","['JD Vandiar', 'AK Markram', 'H Klaasen', 'JA Morkel', 'HG Kuhn', 'F Behardien', 'D Wiese', 'MP Siboto', 'L Ngidi', 'CJ Dala', 'T Shamsi']",17.0475,96.33749999999999,34.19333333333333,5.8825,11,141.88,64.08,8
1003905,Warriors,2,149,0,128,21.333333333333332,6.984375,15,11,4,15,"SuperSport Park, Centurion",Centurion,2016-12-16,Titans,Titans,"['D Wiese', 'L Ngidi']","['Titans', 'Warriors']","['JT Smuts', 'C Fortuin', 'CA Ingram', 'CN Ackermann', 'C Jonker', 'MQ Adams', 'LC Ngoepe', 'SSB Magala', 'KJ Abbott', 'BD Walters', 'A Gqamane']",11.5,116.02333333333333,37.68333333333333,6.02,11,141.88,64.08,8
1004729,Hong Kong,1,169,0,128,21.333333333333332,7.921875,10,13,5,18,"Bready Cricket Club, Magheramason",Londonderry,2016-09-05,Ireland,Hong Kong,[],"['Ireland', 'Hong Kong']","['Nizakat Khan', 'Aizaz Khan', 'Babar Hayat', 'Anshuman Rath', 'Ehsan Khan', 'Tanwir Afzal', 'Shahid Wasif', 'Tanveer Ahmed', 'Ehsan Nawaz', 'Nadeem Ahmed', 'C Carter']",17.58,130.24,83.83500000000001,5.18,11,149.0,28.28,2
1004729,Ireland,2,129,0,121,20.166666666666668,6.396694214876033,13,12,2,14,"Bready Cricket Club, Magheramason",Londonderry,2016-09-05,Hong Kong,Hong Kong,[],"['Ireland', 'Hong Kong']","['WTS Porterfield', 'DA Rankin', 'SP Terry', 'JNK Shannon', ""KJ O'Brien"", 'GJ Thompson', 'AR McBrine', 'L Tucker', 'J Mulder', 'J Little', 'CA Young']",14.798000000000002,102.648,30.7225,5.3275,11,149.0,28.28,2
1007655,Zimbabwe,1,170,0,124,20.666666666666668,8.225806451612902,9,11,10,21,Harare Sports Club,Unknown,2016-06-18,India,Zimbabwe,['E Chigumbura'],"['Zimbabwe', 'India']","['CJ Chibhabha', 'H Masakadza', 'R Mutumbami', 'Sikandar Raza', 'MN Waller', 'CT Mutombodzi', 'E Chigumbura', 'AG Cremer', 'N Madziva', 'T Muzarabani', 'DT Tiripano']",13.547999999999998,97.402,40.2875,5.2250000000000005,11,135.5,30.47,6
1007655,India,2,168,0,129,21.5,7.813953488372093,13,13,6,19,Harare Sports Club,Unknown,2016-06-18,Zimbabwe,Zimbabwe,['E Chigumbura'],"['Zimbabwe', 'India']","['KL Rahul', 'Mandeep Singh', 'AT Rayudu', 'MK Pandey', 'KM Jadhav', 'MS Dhoni', 'AR Patel', 'R Dhawan', 'JJ Bumrah', 'JD Unadkat', 'YS Chahal']",14.311666666666667,88.48000000000002,25.8675,4.4725,11,135.5,30.47,6
1007657,Zimbabwe,1,99,0,125,20.833333333333332,4.752000000000001,9,8,2,10,Harare Sports Club,Unknown,2016-06-20,India,India,['BB Sran'],"['Zimbabwe', 'India']","['CJ Chibhabha', 'H Masakadza', 'PJ Moor', 'Sikandar Raza', 'CT Mutombodzi', 'MN Waller', 'E Chigumbura', 'AG Cremer', 'N Madziva', 'DT Tiripano', 'T Muzarabani']",12.629999999999999,92.42,40.2875,5.2250000000000005,11,135.5,30.47,6
1007657,India,2,103,0,82,13.666666666666666,7.536585365853659,4,8,3,11,Harare Sports Club,Unknown,2016-06-20,Zimbabwe,India,['BB Sran'],"['Zimbabwe', 'India']","['KL Rahul', 'Mandeep Singh', 'AT Rayudu', 'MK Pandey', 'KM Jadhav', 'MS Dhoni', 'AR Patel', 'DS Kulkarni', 'JJ Bumrah', 'BB Sran', 'YS Chahal']",11.59,80.90400000000001,25.78333333333333,4.626666666666667,11,135.5,30.47,6
1007659,India,1,138,0,123,20.5,6.7317073170731705,4,12,3,15,Harare Sports Club,Unknown,2016-06-22,Zimbabwe,India,['KM Jadhav'],"['Zimbabwe', 'India']","['KL Rahul', 'Mandeep Singh', 'AT Rayudu', 'MK Pandey', 'KM Jadhav', 'MS Dhoni', 'AR Patel', 'DS Kulkarni', 'JJ Bumrah', 'BB Sran', 'YS Chahal']",11.59,80.90400000000001,25.78333333333333,4.626666666666667,11,135.5,30.47,6
1007659,Zimbabwe,2,135,0,124,20.666666666666668,6.532258064516129,12,11,5,16,Harare Sports Club,Unknown,2016-06-22,India,India,['KM Jadhav'],"['Zimbabwe', 'India']","['CJ Chibhabha', 'H Masakadza', 'V Sibanda', 'PJ Moor', 'MN Waller', 'E Chigumbura', 'T Maruma', 'AG Cremer', 'N Madziva', 'DT Tiripano', 'TL Chatara']",10.879999999999999,88.8975,39.38333333333333,5.326666666666667,11,135.5,30.47,6
1019979,Bangladesh,1,141,0,134,22.333333333333332,6.313432835820896,18,6,6,12,McLean Park,Napier,2017-01-03,New Zealand,New Zealand,['KS Williamson'],"['New Zealand', 'Bangladesh']","['Tamim Iqbal', 'Imrul Kayes', 'Sabbir Rahman', 'Shakib Al Hasan', 'Soumya Sarkar', 'Mahmudullah', 'Mosaddek Hossain', 'Mashrafe Mortaza', 'Nurul Hasan', 'Rubel Hossain', 'Mustafizur Rahman']",13.55,94.50888888888889,29.7175,6.2155555555555555,11,142.0,1.41,2
1019979,New Zealand,2,143,0,110,18.333333333333332,7.800000000000001,3,10,5,15,McLean Park,Napier,2017-01-03,Bangladesh,New Zealand,['KS Williamson'],"['New Zealand', 'Bangladesh']","['NT Broom', 'KS Williamson', 'C Munro', 'CJ Anderson', 'TC Bruce', 'C de Grandhomme', 'L Ronchi', 'MJ Santner', 'BM Wheeler', 'MJ Henry', 'LH Ferguson']",13.735,122.72666666666667,33.45166666666666,5.126666666666666,11,142.0,1.41,2
1019981,New Zealand,1,195,0,124,20.666666666666668,9.435483870967742,8,15,8,23,Bay Oval,Mount Maunganui,2017-01-06,Bangladesh,New Zealand,['C Munro'],"['New Zealand', 'Bangladesh']","['L Ronchi', 'KS Williamson', 'C Munro', 'CJ Anderson', 'TC Bruce', 'C de Grandhomme', 'JDS Neesham', 'MJ Santner', 'BM Wheeler', 'IS Sodhi', 'TA Boult']",14.802857142857146,111.27714285714286,33.739999999999995,5.187142857142858,11,176.0,22.73,4
1019981,Bangladesh,2,148,0,117,19.5,7.589743589743589,15,8,6,14,Bay Oval,Mount Maunganui,2017-01-06,New Zealand,New Zealand,['C Munro'],"['New Zealand', 'Bangladesh']","['Tamim Iqbal', 'Imrul Kayes', 'Sabbir Rahman', 'Shakib Al Hasan', 'Soumya Sarkar', 'Mahmudullah', 'Mosaddek Hossain', 'Nurul Hasan', 'Mashrafe Mortaza', 'Rubel Hossain', 'Mustafizur Rahman']",13.55,94.50888888888889,29.7175,6.2155555555555555,11,176.0,22.73,4
1019983,New Zealand,1,194,0,122,20.333333333333332,9.540983606557377,16,12,11,23,Bay Oval,Mount Maunganui,2017-01-08,Bangladesh,New Zealand,['CJ Anderson'],"['New Zealand', 'Bangladesh']","['KS Williamson', 'JDS Neesham', 'C Munro', 'TC Bruce', 'CJ Anderson', 'C de Grandhomme', 'TA Blundell', 'MJ Santner', 'BM Wheeler', 'TA Boult', 'IS Sodhi']",14.79625,107.2,33.74,5.187142857142857,11,176.0,22.73,4
1019983,Bangladesh,2,167,0,123,20.5,8.146341463414634,4,21,1,22,Bay Oval,Mount Maunganui,2017-01-08,New Zealand,New Zealand,['CJ Anderson'],"['New Zealand', 'Bangladesh']","['Tamim Iqbal', 'Soumya Sarkar', 'Sabbir Rahman', 'Shakib Al Hasan', 'Mahmudullah', 'Mosaddek Hossain', 'Nurul Hasan', 'Rubel Hossain', 'Imrul Kayes', 'Mashrafe Mortaza', 'Taskin Ahmed']",14.6775,96.7725,30.548571428571424,6.3575,11,176.0,22.73,4
1020029,South Africa,1,185,0,122,20.333333333333332,9.098360655737705,11,16,9,25,Eden Park,Auckland,2017-02-17,New Zealand,South Africa,['Imran Tahir'],"['New Zealand', 'South Africa']","['HM Amla', 'Q de Kock', 'F du Plessis', 'AB de Villiers', 'JP Duminy', 'F Behardien', 'CH Morris', 'WD Parnell', 'AL Phehlukwayo', 'Imran Tahir', 'D Paterson']",17.775,105.3275,49.31333333333333,5.666666666666667,11,146.0,55.15,2
1020029,New Zealand,2,107,0,91,15.166666666666666,7.054945054945056,3,7,7,14,Eden Park,Auckland,2017-02-17,South Africa,South Africa,['Imran Tahir'],"['New Zealand', 'South Africa']","['GD Phillips', 'KS Williamson', 'C Munro', 'TC Bruce', 'CJ Anderson', 'C de Grandhomme', 'L Ronchi', 'MJ Santner', 'BM Wheeler', 'TG Southee', 'TA Boult']",16.557142857142857,113.83428571428574,32.54714285714285,5.258571428571429,11,146.0,55.15,2
1031431,South Africa,1,142,0,121,20.166666666666668,7.041322314049586,1,8,5,13,The Rose Bowl,Southampton,2017-06-21,England,England,['JM Bairstow'],"['England', 'South Africa']","['JT Smuts', 'RR Hendricks', 'AB de Villiers', 'DA Miller', 'F Behardien', 'M Mosehle', 'WD Parnell', 'D Pretorius', 'AL Phehlukwayo', 'T Shamsi', 'Imran Tahir']",19.895,114.07000000000001,34.394,5.706,11,158.5,21.95,4
1031431,England,2,143,0,89,14.833333333333334,9.640449438202246,8,12,6,18,The Rose Bowl,Southampton,2017-06-21,South Africa,England,['JM Bairstow'],"['England', 'South Africa']","['JJ Roy', 'AD Hales', 'JM Bairstow', 'EJG Morgan', 'JC Buttler', 'SW Billings', 'LA Dawson', 'MS Crane', 'DJ Willey', 'CJ Jordan', 'MA Wood']",23.074444444444442,138.6877777777778,41.36333333333333,5.84,11,158.5,21.95,4
1031433,South Africa,1,174,0,125,20.833333333333332,8.352,5,13,9,22,County Ground,Taunton,2017-06-23,England,South Africa,['CH Morris'],"['England', 'South Africa']","['JT Smuts', 'RR Hendricks', 'M Mosehle', 'AB de Villiers', 'DA Miller', 'F Behardien', 'CH Morris', 'AL Phehlukwayo', 'M Morkel', 'D Paterson', 'T Shamsi']",19.155,105.65,38.173333333333325,5.990000000000001,11,183.0,21.05,12
1031433,England,2,171,0,126,21.0,8.142857142857142,15,21,2,23,County Ground,Taunton,2017-06-23,South Africa,South Africa,['CH Morris'],"['England', 'South Africa']","['JJ Roy', 'SW Billings', 'JM Bairstow', 'LS Livingstone', 'JC Buttler', 'EJG Morgan', 'LA Dawson', 'LE Plunkett', 'CJ Jordan', 'DJ Willey', 'TK Curran']",21.113000000000003,138.83099999999996,38.31,5.946,11,183.0,21.05,12
1031435,England,1,181,0,123,20.5,8.829268292682928,14,16,7,23,Sophia Gardens,Cardiff,2017-06-25,South Africa,England,['DJ Malan'],"['England', 'South Africa']","['JJ Roy', 'AD Hales', 'DJ Malan', 'JC Buttler', 'SW Billings', 'LS Livingstone', 'LE Plunkett', 'DJ Willey', 'CJ Jordan', 'TK Curran', 'MS Crane']",23.36,136.82777777777778,30.35,6.016,11,165.2,13.27,5
1031435,South Africa,2,162,0,123,20.5,7.902439024390244,12,11,7,18,Sophia Gardens,Cardiff,2017-06-25,England,England,['DJ Malan'],"['England', 'South Africa']","['JT Smuts', 'RR Hendricks', 'CH Morris', 'AB de Villiers', 'DA Miller', 'F Behardien', 'M Mosehle', 'AL Phehlukwayo', 'M Morkel', 'D Paterson', 'Imran Tahir']",24.790000000000003,128.36666666666667,39.269999999999996,6.220000000000001,11,165.2,13.27,5
1031665,West Indies,1,176,0,127,21.166666666666668,8.31496062992126,8,12,11,23,Riverside Ground,Chester-le-Street,2017-09-16,England,West Indies,['SP Narine'],"['West Indies', 'England']","['CH Gayle', 'E Lewis', 'MN Samuels', 'CAK Walton', 'KA Pollard', 'R Powell', 'CR Brathwaite', 'SP Narine', 'AR Nurse', 'JE Taylor', 'KOK Williams']",24.79,129.3825,79.8725,5.408,11,164.33,17.87,6
1031665,England,2,155,0,121,20.166666666666668,7.68595041322314,9,15,2,17,Riverside Ground,Chester-le-Street,2017-09-16,West Indies,West Indies,['SP Narine'],"['West Indies', 'England']","['JJ Roy', 'AD Hales', 'JE Root', 'EJG Morgan', 'JC Buttler', 'JM Bairstow', 'AU Rashid', 'DJ Willey', 'LE Plunkett', 'CJ Jordan', 'TK Curran']",23.848,134.44599999999997,37.327999999999996,5.484,11,164.33,17.87,6
1034825,India,1,147,0,128,21.333333333333332,6.890625,11,13,1,14,Green Park,Kanpur,2017-01-26,England,England,['MM Ali'],"['India', 'England']","['V Kohli', 'KL Rahul', 'SK Raina', 'Yuvraj Singh', 'MS Dhoni', 'MK Pandey', 'HH Pandya', 'Parvez Rasool', 'JJ Bumrah', 'A Nehra', 'YS Chahal']",22.099999999999998,105.77500000000002,56.424000000000014,5.138,11,147.5,0.71,2
1034825,England,2,148,0,113,18.833333333333332,7.858407079646018,8,8,7,15,Green Park,Kanpur,2017-01-26,India,England,['MM Ali'],"['India', 'England']","['JJ Roy', 'SW Billings', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CJ Jordan', 'LE Plunkett', 'TS Mills', 'AU Rashid']",23.765555555555554,134.6877777777778,40.965999999999994,5.459999999999999,11,147.5,0.71,2
1034827,India,1,144,0,123,20.5,7.024390243902439,4,8,4,12,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,2017-01-29,England,India,['JJ Bumrah'],"['India', 'England']","['V Kohli', 'KL Rahul', 'SK Raina', 'Yuvraj Singh', 'MK Pandey', 'MS Dhoni', 'HH Pandya', 'A Mishra', 'JJ Bumrah', 'A Nehra', 'YS Chahal']",22.099999999999998,105.77500000000002,56.424000000000014,5.138,11,141.5,3.54,2
1034827,England,2,139,0,123,20.5,6.780487804878049,8,6,5,11,"Vidarbha Cricket Association Stadium, Jamtha",Nagpur,2017-01-29,India,India,['JJ Bumrah'],"['India', 'England']","['JJ Roy', 'SW Billings', 'JE Root', 'EJG Morgan', 'BA Stokes', 'JC Buttler', 'MM Ali', 'CJ Jordan', 'LA Dawson', 'TS Mills', 'AU Rashid']",22.814,137.052,43.605,5.625,11,141.5,3.54,2
1034829,India,1,202,0,128,21.333333333333332,9.46875,16,11,12,23,M Chinnaswamy Stadium,Bangalore,2017-02-01,England,India,['YS Chahal'],"['India', 'England']","['V Kohli', 'KL Rahul', 'SK Raina', 'MS Dhoni', 'Yuvraj Singh', 'RR Pant', 'HH Pandya', 'A Mishra', 'JJ Bumrah', 'A Nehra', 'YS Chahal']",22.147142857142853,108.71714285714287,56.424000000000014,5.138,11,164.5,53.03,2
1034829,England,2,127,0,102,17.0,7.470588235294118,5,11,6,17,M Chinnaswamy Stadium,Bangalore,2017-02-01,India,India,['YS Chahal'],"['India', 'England']","['JJ Roy', 'SW Billings', 'JE Root', 'EJG Morgan', 'JC Buttler', 'BA Stokes', 'MM Ali', 'LE Plunkett', 'CJ Jordan', 'AU Rashid', 'TS Mills']",23.765555555555554,134.6877777777778,40.965999999999994,5.459999999999999,11,164.5,53.03,2
1041615,West Indies,1,245,0,126,21.0,11.666666666666666,6,13,21,34,Central Broward Regional Park Stadium Turf Ground,Lauderhill,2016-08-27,India,West Indies,['E Lewis'],"['India', 'West Indies']","['J Charles', 'E Lewis', 'AD Russell', 'KA Pollard', 'CR Brathwaite', 'DJ Bravo', 'LMP Simmons', 'MN Samuels', 'ADS Fletcher', 'SP Narine', 'S Badree']",23.795,128.14,89.645,8.536666666666667,11,161.75,108.91,4
1041615,India,2,244,0,124,20.666666666666668,11.806451612903226,6,22,11,33,Central Broward Regional Park Stadium Turf Ground,Lauderhill,2016-08-27,West Indies,West Indies,['E Lewis'],"['India', 'West Indies']","['RG Sharma', 'AM Rahane', 'V Kohli', 'KL Rahul', 'MS Dhoni', 'STR Binny', 'R Ashwin', 'RA Jadeja', 'Mohammed Shami', 'JJ Bumrah', 'B Kumar']",25.53,108.23333333333333,59.30200000000001,5.1579999999999995,11,161.75,108.91,4
1041617,West Indies,1,143,0,123,20.5,6.975609756097561,9,12,6,18,Central Broward Regional Park Stadium Turf Ground,Lauderhill,2016-08-28,India,Unknown,[],"['India', 'West Indies']","['J Charles', 'E Lewis', 'MN Samuels', 'LMP Simmons', 'ADS Fletcher', 'KA Pollard', 'AD Russell', 'DJ Bravo', 'CR Brathwaite', 'SP Narine', 'S Badree']",23.795,128.14,89.645,8.536666666666667,11,161.75,108.91,4
1041617,India,2,15,0,12,2.0,7.5,1,0,1,1,Central Broward Regional Park Stadium Turf Ground,Lauderhill,2016-08-28,West Indies,Unknown,[],"['India', 'West Indies']","['RG Sharma', 'AM Rahane', 'V Kohli', 'KL Rahul', 'MS Dhoni', 'RA Jadeja', 'R Ashwin', 'B Kumar', 'A Mishra', 'Mohammed Shami', 'JJ Bumrah']",25.53,108.23333333333333,59.30200000000001,5.158,11,161.75,108.91,4
1043989,Australia,1,151,0,122,20.333333333333332,7.426229508196721,9,13,1,14,Melbourne Cricket Ground,Unknown,2017-02-17,New Zealand,Australia,['EJ Villani'],"['Australia', 'New Zealand']","['MM Lanning', 'BL Mooney', 'A Gardner', 'EJ Villani', 'AJ Blackwell', 'AJ Healy', 'JL Jonassen', 'M Strano', 'ML Schutt', 'A Wellington', 'KM Beams']",,,,,11,150.5,27.86,4
1043989,New Zealand,2,111,0,121,20.166666666666668,5.5041322314049586,12,8,0,8,Melbourne Cricket Ground,Unknown,2017-02-17,Australia,Australia,['EJ Villani'],"['Australia', 'New Zealand']","['SW Bates', 'RH Priest', 'AM Peterson', 'AE Satterthwaite', 'KJ Martin', 'EM Bermingham', 'KT Perkins', 'EC Perry', 'HR Huddleston', 'LMM Tahuhu', 'LM Kasperek']",,,,,11,150.5,27.86,4
1043991,New Zealand,1,101,0,120,20.0,5.05,2,8,2,10,"Simonds Stadium, South Geelong",Victoria,2017-02-19,Australia,New Zealand,['AM Peterson'],"['Australia', 'New Zealand']","['SW Bates', 'RH Priest', 'AE Satterthwaite', 'KJ Martin', 'EC Perry', 'ML Green', 'AM Peterson', 'KT Perkins', 'LMM Tahuhu', 'EM Bermingham', 'HR Huddleston']",,,,,11,127.75,56.41,4
1043991,Australia,2,61,0,79,13.166666666666666,4.632911392405063,2,7,0,7,"Simonds Stadium, South Geelong",Victoria,2017-02-19,New Zealand,New Zealand,['AM Peterson'],"['Australia', 'New Zealand']","['MM Lanning', 'BL Mooney', 'A Gardner', 'EJ Villani', 'AJ Blackwell', 'AJ Healy', 'JL Jonassen', 'ML Schutt', 'A Wellington', 'M Strano', 'KM Beams']",,,,,11,127.75,56.41,4
1043993,New Zealand,1,113,0,123,20.5,5.512195121951219,6,9,1,10,Adelaide Oval,Unknown,2017-02-22,Australia,New Zealand,['SW Bates'],"['Australia', 'New Zealand']","['SW Bates', 'RH Priest', 'AE Satterthwaite', 'KJ Martin', 'AM Peterson', 'EC Perry', 'ML Green', 'EM Bermingham', 'LMM Tahuhu', 'AC Kerr', 'HR Huddleston']",,,,,11,128.0,51.23,4
1043993,Australia,2,66,0,100,16.666666666666668,3.9599999999999995,4,4,0,4,Adelaide Oval,Unknown,2017-02-22,New Zealand,New Zealand,['SW Bates'],"['Australia', 'New Zealand']","['BL Mooney', 'MM Lanning', 'A Gardner', 'EJ Villani', 'AJ Healy', 'JL Jonassen', 'AJ Blackwell', 'M Strano', 'ML Schutt', 'A Wellington', 'KM Beams']",,,,,11,128.0,51.23,4
1044211,Sri Lanka,1,59,0,122,20.333333333333332,2.9016393442622954,2,5,0,5,Sinhalese Sports Club Ground,Colombo,2016-09-27,Australia,Australia,['KM Beams'],"['Sri Lanka', 'Australia']","['GWHM Perera', 'HML Madushani', 'AC Jayangani', 'MADD Surangika', 'PM Weerakkody', 'MGMCP Gunawardene', 'LE Kaushalya', 'KADA Kanchana', 'KDU Prabodhani', 'I Ranaweera', 'BMSM Kumari']",,,,,11,61.0,2.83,2
1044211,Australia,2,63,0,49,8.166666666666666,7.714285714285714,0,8,1,9,Sinhalese Sports Club Ground,Colombo,2016-09-27,Sri Lanka,Australia,['KM Beams'],"['Sri Lanka', 'Australia']","['BL Mooney', 'EJ Villani', 'AJ Blackwell', 'RM Farrell', 'AJ Healy', 'JL Jonassen', 'NE Bolton', 'EA Osborne', 'EA Perry', 'ML Schutt', 'KM Beams']",,,,,11,61.0,2.83,2
1046679,Gibraltar,1,104,0,126,21.0,4.9523809523809526,8,9,1,10,Skarpnack 1,Stockholm,2016-08-17,Israel,Israel,[],"['Gibraltar', 'Israel']","['KJ Ferrary', 'MO Bacarese', 'K Aswani', 'IDM Latin', 'CJ Phillips', 'K Mirpuri', 'JD Freyone', 'J Hazell', 'A Orfila', 'SA Chipolina', 'S Suarez']",31.47,144.72,26.2,6.55,11,85.25,23.11,4
1046679,Israel,2,106,0,87,14.5,7.310344827586207,3,10,4,14,Skarpnack 1,Stockholm,2016-08-17,Gibraltar,Israel,[],"['Gibraltar', 'Israel']","['SRM Arachichige', 'M Hoffman', 'E Kahamker', 'Emanuel Solomon', 'J Evans', 'E Solomon', 'Y Razpurker', 'D Massil', 'R Schachat', 'S Bangera', 'S Waskar']",10.25,102.5,39.18,6.38,11,85.25,23.11,4
1046681,Germany,1,166,0,126,21.0,7.904761904761905,14,7,10,17,Skarpnack 2,Stockholm,2016-08-17,Isle of Man,Germany,[],"['Germany', 'Isle of Man']","['A Sarma', 'Mudassar Muhammad', 'R Pillai', 'D Weston', 'B Ess', 'Sajid Liaqat', 'Khaled Khan', 'Asad Mohammad', 'Ahmed Wardak', 'Kashif Hussain', 'ME Latif']",23.97,103.42,,,11,99.75,44.93,4
1046681,Isle of Man,2,66,0,96,16.0,4.125,7,3,2,5,Skarpnack 2,Stockholm,2016-08-17,Germany,Germany,[],"['Germany', 'Isle of Man']","['A McAuley', 'OJ Webster', 'P Littlejohns', 'D Kniveton', 'C Hawke', 'AM Killey', 'DJ Hawke', 'MJ Ansell', 'S Mills', 'K Cawte', 'A van den Berg']",,,,,11,99.75,44.93,4
1046685,Gibraltar,1,61,0,73,12.166666666666666,5.013698630136987,3,5,0,5,Skarpnack 1,Stockholm,2016-08-17,Isle of Man,Isle of Man,[],"['Gibraltar', 'Isle of Man']","['MO Bacarese', 'KJ Ferrary', 'K Aswani', 'IDM Latin', 'J Hazell', 'JD Freyone', 'SA Chipolina', 'K Mirpuri', 'A Orfila', 'CJ Phillips', 'S Suarez']",31.47,144.72,26.2,6.55,11,85.25,23.11,4
1046685,Isle of Man,2,70,0,61,10.166666666666666,6.885245901639345,2,5,1,6,Skarpnack 1,Stockholm,2016-08-17,Gibraltar,Isle of Man,[],"['Gibraltar', 'Isle of Man']","['A McAuley', 'OJ Webster', 'P Littlejohns', 'D Kniveton', 'C Hawke', 'AM Killey', 'DJ Hawke', 'N White', 'MJ Ansell', 'S Mills', 'A van den Berg']",,,,,11,85.25,23.11,4
1046687,Israel,1,83,0,114,19.0,4.368421052631579,8,6,0,6,Skarpnack 2,Stockholm,2016-08-17,Spain,Spain,[],"['Israel', 'Spain']","['SRM Arachichige', 'M Hoffman', 'Emanuel Solomon', 'E Kahamker', 'J Evans', 'E Solomon', 'Y Razpurker', 'R Schachat', 'S Bangera', 'N Dokarker', 'D Massil']",10.25,102.5,39.18,6.38,11,99.75,44.93,4
1046687,Spain,2,84,0,82,13.666666666666666,6.146341463414634,8,7,2,9,Skarpnack 2,Stockholm,2016-08-17,Israel,Spain,[],"['Israel', 'Spain']","['M Armghan Khan', 'Awais Ahmed', 'Nisar Ahmed', 'C Munoz-Mills', 'Farzan Afzal', 'Tanveer Iqbal', 'Kuldeep Lal', 'Farhat Mahmood', 'Atif Mehmood', 'Talat Nadeem', 'R Panchal']",15.704999999999998,97.76499999999999,26.79,7.840000000000001,11,99.75,44.93,4
1049617,Singapore,1,130,0,130,21.666666666666668,6.0,12,10,0,10,Johor Cricket Academy Oval,Unknown,2016-08-26,Malaysia,Singapore,[],"['Malaysia', 'Singapore']","['GK Diviya', 'NA Pratt', 'Ankita Ved', 'Kashish Agarwal', 'Samantha Singham', 'Smruthi Radhakrishnan', 'T Sen', 'Amna Jamal', 'Vathana Sreemurugavel', 'RR Seth', 'Shafina Mahesh']",,,,10.0,11,128.5,5.54,6
1049617,Malaysia,2,124,0,133,22.166666666666668,5.593984962406015,17,10,0,10,Johor Cricket Academy Oval,Unknown,2016-08-26,Singapore,Singapore,[],"['Malaysia', 'Singapore']","['Emylia Eliani', 'Yusrina Yaakop', 'WA Duraisingam', 'DI Chunan', 'Sasha Azmi', 'Christina Baret', 'Noor Hayati Zakaria', 'Jannadiah Halim', 'Zumika Azmi', 'Nur Aishah', 'Nur Arianna Natsya']",25.0,120.0,30.0,7.0,11,128.5,5.54,6
1049631,Singapore,1,129,0,134,22.333333333333332,5.776119402985075,21,4,0,4,Johor Cricket Academy Oval,Unknown,2016-08-27,Malaysia,Malaysia,[],"['Malaysia', 'Singapore']","['GK Diviya', 'NA Pratt', 'Ankita Ved', 'Samantha Singham', 'T Sen', 'Smruthi Radhakrishnan', 'Kashish Agarwal', 'Vathana Sreemurugavel', 'RR Seth', 'Shafina Mahesh', 'R Pasupathy']",,,,10.0,11,128.5,5.54,6
1049631,Malaysia,2,130,0,119,19.833333333333332,6.5546218487394965,22,9,0,9,Johor Cricket Academy Oval,Unknown,2016-08-27,Singapore,Malaysia,[],"['Malaysia', 'Singapore']","['Emylia Eliani', 'Christina Baret', 'Zumika Azmi', 'WA Duraisingam', 'Sasha Azmi', 'DI Chunan', 'Nur Aishah', 'Mahirah Izzati Ismail', 'Jannadiah Halim', 'Yusrina Yaakop', 'Noor Hayati Zakaria']",,,,,11,128.5,5.54,6
1049633,Malaysia,1,137,0,139,23.166666666666668,5.913669064748201,20,10,0,10,Johor Cricket Academy Oval,Unknown,2016-08-28,Singapore,Malaysia,[],"['Malaysia', 'Singapore']","['Emylia Eliani', 'Christina Baret', 'Zumika Azmi', 'WA Duraisingam', 'Sasha Azmi', 'DI Chunan', 'Noor Hayati Zakaria', 'Nur Aishah', 'Jannadiah Halim', 'Yusrina Yaakop', 'Mahirah Izzati Ismail']",,,,,11,128.5,5.54,6
1049633,Singapore,2,121,0,131,21.833333333333332,5.541984732824428,16,7,0,7,Johor Cricket Academy Oval,Unknown,2016-08-28,Malaysia,Malaysia,[],"['Malaysia', 'Singapore']","['Kashish Agarwal', 'NA Pratt', 'GK Diviya', 'Ankita Ved', 'Samantha Singham', 'Vathana Sreemurugavel', 'T Sen', 'V Pasupathy', 'RR Seth', 'Shafina Mahesh', 'Smruthi Radhakrishnan']",,,,10.0,11,128.5,5.54,6
1050217,West Indies,1,115,0,126,21.0,5.476190476190476,9,9,3,12,Dubai International Cricket Stadium,Unknown,2016-09-23,Pakistan,Pakistan,['Imad Wasim'],"['Pakistan', 'West Indies']","['J Charles', 'E Lewis', 'ADS Fletcher', 'MN Samuels', 'DJ Bravo', 'N Pooran', 'KA Pollard', 'CR Brathwaite', 'SP Narine', 'JE Taylor', 'S Badree']",24.805,126.9175,69.42999999999999,7.356,11,133.75,22.07,4
